tweet_id,tweet_date,tweet_source,tweet,tweet_urls,rating_numerator,rating_denominator,image_url,tweet_favorites,tweet_retweets,dog_class,dog_names,dog_breeds,accuracy
667832474953625600,2015-11-20 22:30:44,Twitter for iPhone,"THE EYES 12/10

I'm sorry. These are supposed to be funny but your dogs are too adorable https://t.co/z1xPTgVLc7",https://twitter.com/dog_rates/status/667832474953625600/photo/1,12,10,https://pbs.twimg.com/media/CUSeGFNW4AAyyHC.jpg,292,63,None,None,miniature_pinscher,0.2142
667861340749471744,2015-11-21 00:25:26,Twitter for iPhone,This is a Shotokon Macadamia mix named Cheryl. Sophisticated af. Looks like a disappointed librarian. Shh (lol) 9/10 https://t.co/J4GnJ5Swba,https://twitter.com/dog_rates/status/667861340749471744/photo/1,9,10,https://pbs.twimg.com/media/CUS4WJ-UsAEJj10.jpg,245,78,None,Cheryl,malamute,0.967275
667878741721415682,2015-11-21 01:34:35,Twitter for iPhone,This is Tedrick. He lives on the edge. Needs someone to hit the gas tho. Other than that he's a baller. 10&amp;2/10 https://t.co/LvP1TTYSCN,https://twitter.com/dog_rates/status/667878741721415682/photo/1,2,10,https://pbs.twimg.com/media/CUTILFiWcAE8Rle.jpg,397,122,None,Tedrick,miniature_pinscher,0.106003
667885044254572545,2015-11-21 01:59:37,Twitter for iPhone,Meet Stu. Stu has stacks on stacks and an eye made of pure gold. 10/10 pay for my tuition pls https://t.co/7rkYZQdKEd,https://twitter.com/dog_rates/status/667885044254572545/photo/1,10,10,https://pbs.twimg.com/media/CUTN5V4XAAAIa4R.jpg,832,499,None,Stu,malamute,0.0885297
667886921285246976,2015-11-21 02:07:05,Twitter for iPhone,This is Erik. He's fucken massive. But also kind. Let's people hug him for free. Looks soft. 11/10 I would hug Erik https://t.co/MT7Q4aDQS1,https://twitter.com/dog_rates/status/667886921285246976/photo/1,11,10,https://pbs.twimg.com/media/CUTPnPCW4AI7R0y.jpg,1917,1118,None,Erik,Pomeranian,0.8004319999999999
667902449697558528,2015-11-21 03:08:47,Twitter for iPhone,This is Cleopatricia. She is a northern Paperback Maple. Set up hammock somehow. 9/10 would chill in hammock with https://t.co/sJeHdGUt0W,https://twitter.com/dog_rates/status/667902449697558528/photo/1,9,10,https://pbs.twimg.com/media/CUTdvAJXIAAMS4q.jpg,859,385,None,Cleopatricia,Norwegian_elkhound,0.298881
667915453470232577,2015-11-21 04:00:28,Twitter for iPhone,Meet Otis. He is a Peruvian Quartzite. Pic sponsored by Planters. Ears on point. Killer sunglasses. 10/10 ily Otis https://t.co/tIaaBIMlJN,https://twitter.com/dog_rates/status/667915453470232577/photo/1,10,10,https://pbs.twimg.com/media/CUTpj-GWcAATc6A.jpg,215,58,None,Otis,boxer,0.196655
667924896115245057,2015-11-21 04:37:59,Twitter for iPhone,This is Jiminy. He has always wanted to be a cheerleader. Can jump high enough to get on other dog. Go Jiminy. 9/10 https://t.co/fW6kIPFGD2,https://twitter.com/dog_rates/status/667924896115245057/photo/1,9,10,https://pbs.twimg.com/media/CUTyJpHWcAATl0O.jpg,307,113,None,Jiminy,Labrador_retriever,0.20905100000000001
668113020489474048,2015-11-21 17:05:31,Twitter for iPhone,This is Alfie. He's that one hypocritical gym teacher who made you run laps. Great posture. Cool bench. 6/10 https://t.co/GCJzm3YsfX,https://twitter.com/dog_rates/status/668113020489474048/photo/1,6,10,https://pbs.twimg.com/media/CUWdPsqWcAERQVv.jpg,676,251,None,Alfie,Pembroke,0.548896
667801013445750784,2015-11-20 20:25:43,Twitter for iPhone,OMIGOD 12/10 https://t.co/SVMF4Frf1w,https://twitter.com/dog_rates/status/667801013445750784/photo/1,12,10,https://pbs.twimg.com/media/CUSBemVUEAAn-6V.jpg,333,97,None,None,flat-coated_retriever,0.508392
667495797102141441,2015-11-20 00:12:54,Twitter Web Client,This is Philippe from Soviet Russia. Commanding leader. Misplaced other boot. Hung flag himself. 9/10 charismatic af https://t.co/5NhPV8E45i,https://twitter.com/dog_rates/status/667495797102141441/photo/1,9,10,https://pbs.twimg.com/media/CUNr4-7UwAAg2lq.jpg,527,276,None,Phillippe,Chihuahua,0.143957
667491009379606528,2015-11-19 23:53:52,Twitter Web Client,Two dogs in this one. Both are rare Jujitsu Pythagoreans. One slightly whiter than other. Long legs. 7/10 and 8/10 https://t.co/ITxxcc4v9y,https://twitter.com/dog_rates/status/667491009379606528/photo/1,15,10,https://pbs.twimg.com/media/CUNniSlUYAEj1Jl.jpg,537,232,None,None,borzoi,0.852088
667470559035432960,2015-11-19 22:32:36,Twitter Web Client,This is a northern Wahoo named Kohl. He runs this town. Chases tumbleweeds. Draws gun wicked fast. 11/10 legendary https://t.co/J4vn2rOYFk,https://twitter.com/dog_rates/status/667470559035432960/photo/1,11,10,https://pbs.twimg.com/media/CUNU78YWEAECmpB.jpg,259,100,None,Kohl,toy_poodle,0.304175
666996132027977728,2015-11-18 15:07:24,Twitter for iPhone,This is Carll. He wants to be a donkey. But also a soccer star. Dreams big. 10/10 https://t.co/SVpNbhaIMk,https://twitter.com/dog_rates/status/666996132027977728/photo/1,10,10,https://pbs.twimg.com/media/CUGlb6iUwAITEbW.jpg,247,95,None,Carll,Rottweiler,0.0624899
667044094246576128,2015-11-18 18:17:59,Twitter for iPhone,12/10 gimme now https://t.co/QZAnwgnOMB,https://twitter.com/dog_rates/status/667044094246576128/photo/1,12,10,https://pbs.twimg.com/media/CUHREBXXAAE6A9b.jpg,185,51,None,None,golden_retriever,0.765266
667062181243039745,2015-11-18 19:29:52,Twitter for iPhone,This is Keet. He is a Floridian Amukamara. Absolutely epic propeller hat. Pristine tongue. Nice plaid. 10/10 https://t.co/tz1lpuvXLA,https://twitter.com/dog_rates/status/667062181243039745/photo/1,10,10,https://pbs.twimg.com/media/CUHhgvHUAAA4aB0.jpg,220,55,None,Keet,Chesapeake_Bay_retriever,0.825678
667073648344346624,2015-11-18 20:15:26,Twitter for iPhone,Here is Dave. He is actually just a skinny legged seal. Happy birthday Dave. 10/10 https://t.co/DPSamreuRq,https://twitter.com/dog_rates/status/667073648344346624/photo/1,10,10,https://pbs.twimg.com/media/CUHr8WbWEAEBPgf.jpg,406,124,None,Dave,Chihuahua,0.48368199999999995
667090893657276420,2015-11-18 21:23:57,Twitter for iPhone,This is Clybe. He is an Anemone Valdez. One ear works. Can look in 2 different directions at once. Tongue slip. 7/10 https://t.co/Ks0jZtdIrr,https://twitter.com/dog_rates/status/667090893657276420/photo/1,7,10,https://pbs.twimg.com/media/CUH7oLuUsAELWib.jpg,336,129,None,Clybe,Chihuahua,0.959514
667119796878725120,2015-11-18 23:18:48,Twitter for iPhone,This is Gabe. He is a southern Baklava. Gabe has always wanted to fit in with the other bananas. 10/10 fabulous https://t.co/3LZrJzg3BJ,https://twitter.com/dog_rates/status/667119796878725120/photo/1,10,10,https://pbs.twimg.com/media/CUIV6F7XIAA1tAM.jpg,331,128,None,Gabe,Pembroke,0.741563
667138269671505920,2015-11-19 00:32:12,Twitter for iPhone,Extremely intelligent dog here. Has learned to walk like human. Even has his own dog. Very impressive 10/10 https://t.co/0DvHAMdA4V,https://twitter.com/dog_rates/status/667138269671505920/photo/1,10,10,https://pbs.twimg.com/media/CUImtzEVAAAZNJo.jpg,4641,2240,None,None,West_Highland_white_terrier,0.747713
667152164079423490,2015-11-19 01:27:25,Twitter for iPhone,This is Pipsy. He is a fluffball. Enjoys traveling the sea &amp; getting tangled in leash. 12/10 I would kill for Pipsy https://t.co/h9R0EwKd9X,https://twitter.com/dog_rates/status/667152164079423490/photo/1,12,10,https://pbs.twimg.com/media/CUIzWk_UwAAfUNq.jpg,48139,17353,None,Pipsy,toy_poodle,0.535411
667160273090932737,2015-11-19 01:59:39,Twitter for iPhone,This is Bradlay. He is a Ronaldinho Matsuyama mix. Can also mountain bike (wow). Loves that blue light lime. 11/10 https://t.co/DKhgkMx4N1,https://twitter.com/dog_rates/status/667160273090932737/photo/1,11,10,https://pbs.twimg.com/media/CUI6uuaW4AAvCIs.jpg,259,62,None,Bradlay,golden_retriever,0.471351
667165590075940865,2015-11-19 02:20:46,Twitter for iPhone,This is Churlie. AKA Fetty Woof. Lost eye saving a school bus full of toddlers from a tsunami. Great guy. 10/10 https://t.co/li2XYBVuAY,https://twitter.com/dog_rates/status/667165590075940865/photo/1,10,10,https://pbs.twimg.com/media/CUI_kHBWsAAAef5.jpg,2712,1156,None,Churlie,miniature_pinscher,0.140173
667171260800061440,2015-11-19 02:43:18,Twitter for iPhone,Say hello to Kenneth. He likes Reese's Puffs. 10/10 https://t.co/6RHNRsByOY,https://twitter.com/dog_rates/status/667171260800061440/photo/1,10,10,https://pbs.twimg.com/media/CUJEuRIXIAAPDLt.jpg,222,91,None,Kenneth,giant_schnauzer,0.8412649999999999
667174963120574464,2015-11-19 02:58:01,Twitter for iPhone,"This is Clarence. His face says he doesn't want to be a donkey, but his tail is super pumped about it. 9/10 https://t.co/fGDWgukcBs",https://twitter.com/dog_rates/status/667174963120574464/photo/1,9,10,https://pbs.twimg.com/media/CUJIFoJWsAAL3Dc.jpg,246,84,None,Clarence,toy_poodle,0.266437
667176164155375616,2015-11-19 03:02:47,Twitter for iPhone,These are strange dogs. All have toupees. Long neck for dogs. In a shed of sorts? Work in groups? 4/10 still petable https://t.co/PZxSarAfSN,https://twitter.com/dog_rates/status/667176164155375616/photo/1,4,10,https://pbs.twimg.com/media/CUJJLtWWsAE-go5.jpg,613,467,None,None,soft-coated_wheaten_terrier,0.318981
667177989038297088,2015-11-19 03:10:02,Twitter for iPhone,This is a Dasani Kingfisher from Maine. His name is Daryl. Daryl doesn't like being swallowed by a panda. 8/10 https://t.co/jpaeu6LNmW,https://twitter.com/dog_rates/status/667177989038297088/photo/1,8,10,https://pbs.twimg.com/media/CUJK18UWEAEg7AR.jpg,192,55,None,Daryl,vizsla,0.25924899999999995
667182792070062081,2015-11-19 03:29:07,Twitter for iPhone,This is Timison. He just told an awful joke but is still hanging on to the hope that you'll laugh with him. 10/10 https://t.co/s2yYuHabWl,https://twitter.com/dog_rates/status/667182792070062081/photo/1,10,10,https://pbs.twimg.com/media/CUJPNjOWsAAZRqP.jpg,14432,6295,None,Timison,golden_retriever,0.949892
667192066997374976,2015-11-19 04:05:59,Twitter for iPhone,*takes several long deep breaths* omg omg oMG OMG OMG OMGSJYBSNDUYWJO 12/10 https://t.co/QCugm5ydl6,https://twitter.com/dog_rates/status/667192066997374976/photo/1,12,10,https://pbs.twimg.com/media/CUJXpRBXIAAN0yz.jpg,390,109,None,None,Rottweiler,0.28364
667200525029539841,2015-11-19 04:39:35,Twitter for iPhone,This is Joshwa. He is a fuckboy supreme. He clearly relies on owner but doesn't respect them. Dreamy eyes tho 11/10 https://t.co/60xYFRATPZ,https://twitter.com/dog_rates/status/667200525029539841/photo/1,11,10,https://pbs.twimg.com/media/CUJfVMPXIAAgbue.jpg,621,264,None,Joshwa,Siberian_husky,0.694904
667211855547486208,2015-11-19 05:24:37,Twitter for iPhone,This is Genevieve. She is a golden retriever cocktail mix. Comfortable close to wall. Shows no emotions. 9/10 https://t.co/azEoGqVonH,https://twitter.com/dog_rates/status/667211855547486208/photo/1,9,10,https://pbs.twimg.com/media/CUJppKJWoAA75NP.jpg,498,245,None,Genevieve,golden_retriever,0.462556
667393430834667520,2015-11-19 17:26:08,Twitter for iPhone,This is Fwed. He is a Canadian Asian Taylormade. Was having a blast until pink spiky football attacked. 8/10 https://t.co/A37eGLz5WS,https://twitter.com/dog_rates/status/667393430834667520/photo/1,8,10,https://pbs.twimg.com/media/CUMOyd3XIAAl13H.jpg,198,58,None,Fwed,papillon,0.557009
667405339315146752,2015-11-19 18:13:27,Twitter for iPhone,This is Biden. Biden just tripped... 7/10 https://t.co/3Fm9PwLju1,https://twitter.com/dog_rates/status/667405339315146752/photo/1,7,10,https://pbs.twimg.com/media/CUMZnmhUEAEbtis.jpg,473,221,None,Biden,Saint_Bernard,0.381377
667435689202614272,2015-11-19 20:14:03,Twitter for iPhone,Ermergerd 12/10 https://t.co/PQni2sjPsm,https://twitter.com/dog_rates/status/667435689202614272/photo/1,12,10,https://pbs.twimg.com/media/CUM1OHCW4AEgGSi.jpg,307,84,None,None,Rottweiler,0.999091
667453023279554560,2015-11-19 21:22:56,Twitter Web Client,Meet Cupcake. I would do unspeakable things for Cupcake. 11/10 https://t.co/6uLCWR9Efa,https://twitter.com/dog_rates/status/667453023279554560/photo/1,11,10,https://pbs.twimg.com/media/CUNE_OSUwAAdHhX.jpg,317,91,None,Cupcake,Labrador_retriever,0.8256700000000001
667455448082227200,2015-11-19 21:32:34,Twitter Web Client,This is Reese and Twips. Reese protects Twips. Both think they're too good for seat belts. Simply reckless. 7/10s https://t.co/uLzRi1drVK,https://twitter.com/dog_rates/status/667455448082227200/photo/1,7,10,https://pbs.twimg.com/media/CUNHMXTU8AAS3HH.jpg,194,60,None,Reese|Twips,Tibetan_terrier,0.676376
668171859951755264,2015-11-21 20:59:20,Twitter for iPhone,This is a Trans Siberian Kellogg named Alfonso. Huge ass eyeballs. Actually Dobby from Harry Potter. 7/10 https://t.co/XpseHBlAAb,https://twitter.com/dog_rates/status/668171859951755264/photo/1,7,10,https://pbs.twimg.com/media/CUXSwy8W4AA6uet.jpg,502,201,None,Alfonso,Chihuahua,0.664834
666835007768551424,2015-11-18 04:27:09,Twitter for iPhone,These are Peruvian Feldspars. Their names are Cupit and Prencer. Both resemble Rand Paul. Sick outfits 10/10 &amp; 10/10 https://t.co/ZnEMHBsAs1,https://twitter.com/dog_rates/status/666835007768551424/photo/1,10,10,https://pbs.twimg.com/media/CUES51dXIAEahyG.jpg,217,80,None,Cupit|Prencer,Airedale,0.448459
668190681446379520,2015-11-21 22:14:07,Twitter for iPhone,This is Skittles. I would kidnap Skittles. Pink dog in back hasn't moved in days. 12/10 https://t.co/2wm0POA9N2,https://twitter.com/dog_rates/status/668190681446379520/photo/1,12,10,https://pbs.twimg.com/media/CUXj4SgXAAETlu6.jpg,662,200,None,Skittles,Blenheim_spaniel,0.9584020000000001
668221241640230912,2015-11-22 00:15:33,Twitter for iPhone,These two dogs are Bo &amp; Smittens. Smittens is trying out a new deodorant and wanted Bo to smell it. 10/10 true pals https://t.co/4pw1QQ6udh,https://twitter.com/dog_rates/status/668221241640230912/photo/1,10,10,https://pbs.twimg.com/media/CUX_rAyWsAYZOQ5.jpg,517,203,None,Bo|Smittens,chow,0.39510100000000004
668237644992782336,2015-11-22 01:20:44,Twitter for iPhone,This is Torque. He served his nickel. Better not owe Torque money. Torque will find u. 10/10 cause I'm scared of him https://t.co/TnSRDqYO5i,https://twitter.com/dog_rates/status/668237644992782336/photo/1,10,10,https://pbs.twimg.com/media/CUYOl0kW4AAVe_p.jpg,6319,2920,None,Torque,chow,0.8093199999999999
668248472370458624,2015-11-22 02:03:45,Twitter for iPhone,Say hello to Bisquick. He is a Brown Douglass Fir terrier. Very inbred. Looks terrified. 8/10 still cute tho https://t.co/1XYRh8N00K,https://twitter.com/dog_rates/status/668248472370458624/photo/1,8,10,https://pbs.twimg.com/media/CUYYcMfXAAAixe7.jpg,1012,501,None,Bisquick,Chihuahua,0.7345470000000001
668268907921326080,2015-11-22 03:24:58,Twitter for iPhone,Here we have an Azerbaijani Buttermilk named Guss. He sees a demon baby Hitler behind his owner. 10/10 stays alert https://t.co/aeZykWwiJN,https://twitter.com/dog_rates/status/668268907921326080/photo/1,10,10,https://pbs.twimg.com/media/CUYrBNQUkAA-zx4.jpg,564,243,None,Guss,Pembroke,0.48483000000000004
668204964695683073,2015-11-21 23:10:52,Twitter for iPhone,This is Ron. Ron's currently experiencing a brain freeze. Damn it Ron. 8/10 https://t.co/4ilfcR5SlK,https://twitter.com/dog_rates/status/668204964695683073/photo/1,8,10,https://pbs.twimg.com/media/CUXw3qHWoAAk8HJ.jpg,559,200,None,Ron,Labrador_retriever,0.65518
666826780179869698,2015-11-18 03:54:28,Twitter for iPhone,12/10 simply brilliant pup https://t.co/V6ZzG45zzG,https://twitter.com/dog_rates/status/666826780179869698/photo/1,12,10,https://pbs.twimg.com/media/CUELa0NUkAAscGC.jpg,255,97,None,None,Maltese_dog,0.359383
666804364988780544,2015-11-18 02:25:23,Twitter for iPhone,This is Jockson. He is a Pinnacle Sagittarius. Fancy bandana. Enjoys lightly sucking on hot dog in nature. 8/10 https://t.co/RdKbAOEpDK,https://twitter.com/dog_rates/status/666804364988780544/photo/1,8,10,https://pbs.twimg.com/media/CUD3A7YWoAA82N0.jpg,242,94,None,Jockson,English_setter,0.32879200000000003
668256321989451776,2015-11-22 02:34:57,Twitter for iPhone,This is Jareld. Jareld rules these waters. Ladies and Gentleman... 13/10. This dog is utterly fucking spectacular. https://t.co/L6qAEV5PAd,https://twitter.com/dog_rates/status/668256321989451776/photo/1,13,10,https://pbs.twimg.com/media/CUYflCXWEAAzQVu.jpg,1328,636,None,Jareld,Pembroke,0.0944294
666817836334096384,2015-11-18 03:18:55,Twitter for iPhone,This is Jeph. He is a German Boston Shuttlecock. Enjoys couch. Lost body during French Revolution. True hero 9/10 https://t.co/8whlkYw3mO,https://twitter.com/dog_rates/status/666817836334096384/photo/1,9,10,https://pbs.twimg.com/media/CUEDSMEWEAAuXVZ.jpg,521,253,None,Jeph,miniature_schnauzer,0.496953
666287406224695296,2015-11-16 16:11:11,Twitter for iPhone,This is an Albanian 3 1/2 legged  Episcopalian. Loves well-polished hardwood flooring. Penis on the collar. 9/10 https://t.co/d9NcXFKwLv,https://twitter.com/dog_rates/status/666287406224695296/photo/1,9,10,https://pbs.twimg.com/media/CT8g3BpUEAAuFjg.jpg,146,64,None,None,Maltese_dog,0.8575309999999999
666337882303524864,2015-11-16 19:31:45,Twitter for iPhone,This is an extremely rare horned Parthenon. Not amused. Wears shoes. Overall very nice. 9/10 would pet aggressively https://t.co/QpRjllzWAL,https://twitter.com/dog_rates/status/666337882303524864/photo/1,9,10,https://pbs.twimg.com/media/CT9OwFIWEAMuRje.jpg,196,90,None,None,Newfoundland,0.278407
666345417576210432,2015-11-16 20:01:42,Twitter for iPhone,Look at this jokester thinking seat belt laws don't apply to him. Great tongue tho 10/10 https://t.co/VFKG1vxGjB,https://twitter.com/dog_rates/status/666345417576210432/photo/1,10,10,https://pbs.twimg.com/media/CT9Vn7PWoAA_ZCM.jpg,288,133,None,None,golden_retriever,0.8587440000000001
666353288456101888,2015-11-16 20:32:58,Twitter for iPhone,Here we have a mixed Asiago from the Galápagos Islands. Only one ear working. Big fan of marijuana carpet. 8/10 https://t.co/tltQ5w9aUO,https://twitter.com/dog_rates/status/666353288456101888/photo/1,8,10,https://pbs.twimg.com/media/CT9cx0tUEAAhNN_.jpg,217,71,None,None,malamute,0.33687399999999995
666373753744588802,2015-11-16 21:54:18,Twitter for iPhone,Those are sunglasses and a jean jacket. 11/10 dog cool af https://t.co/uHXrPkUEyl,https://twitter.com/dog_rates/status/666373753744588802/photo/1,11,10,https://pbs.twimg.com/media/CT9vZEYWUAAlZ05.jpg,186,92,None,None,soft-coated_wheaten_terrier,0.326467
666396247373291520,2015-11-16 23:23:41,Twitter for iPhone,Oh goodness. A super rare northeast Qdoba kangaroo mix. Massive feet. No pouch (disappointing). Seems alert. 9/10 https://t.co/Dc7b0E8qFE,https://twitter.com/dog_rates/status/666396247373291520/photo/1,9,10,https://pbs.twimg.com/media/CT-D2ZHWIAA3gK1.jpg,165,84,None,None,Chihuahua,0.978108
666407126856765440,2015-11-17 00:06:54,Twitter for iPhone,This is a southern Vesuvius bumblegruff. Can drive a truck (wow). Made friends with 5 other nifty dogs (neat). 7/10 https://t.co/LopTBkKa8h,https://twitter.com/dog_rates/status/666407126856765440/photo/1,7,10,https://pbs.twimg.com/media/CT-NvwmW4AAugGZ.jpg,107,40,None,None,black-and-tan_coonhound,0.529139
666418789513326592,2015-11-17 00:53:15,Twitter for iPhone,This is Walter. He is an Alaskan Terrapin. Loves outdated bandanas. One ear still working. Cool house plant. 10/10 https://t.co/qXpcwENTvn,https://twitter.com/dog_rates/status/666418789513326592/photo/1,10,10,https://pbs.twimg.com/media/CT-YWb7U8AA7QnN.jpg,123,45,None,Walter,toy_terrier,0.14968
666421158376562688,2015-11-17 01:02:40,Twitter for iPhone,*internally screaming* 12/10 https://t.co/YMcrXC2Y6R,https://twitter.com/dog_rates/status/666421158376562688/photo/1,12,10,https://pbs.twimg.com/media/CT-aggCXAAIMfT3.jpg,316,111,None,None,Blenheim_spaniel,0.906777
666428276349472768,2015-11-17 01:30:57,Twitter for iPhone,Here we have an Austrian Pulitzer. Collectors edition. Levitates (?). 7/10 would garden with https://t.co/NMQq6HIglK,https://twitter.com/dog_rates/status/666428276349472768/photo/1,7,10,https://pbs.twimg.com/media/CT-g-0DUwAEQdSn.jpg,165,83,None,None,Pembroke,0.371361
666273097616637952,2015-11-16 15:14:19,Twitter for iPhone,Can take selfies 11/10 https://t.co/ws2AMaNwPW,https://twitter.com/dog_rates/status/666273097616637952/photo/1,11,10,https://pbs.twimg.com/media/CT8T1mtUwAA3aqm.jpg,174,76,None,None,Italian_greyhound,0.176053
666430724426358785,2015-11-17 01:40:41,Twitter for iPhone,Oh boy what a pup! Sunglasses take this one to the next level. Weirdly folds front legs. Pretty big. 6/10 https://t.co/yECbFrSArM,https://twitter.com/dog_rates/status/666430724426358785/photo/1,6,10,https://pbs.twimg.com/media/CT-jNYqW4AAPi2M.jpg,316,196,None,None,Irish_terrier,0.104109
666437273139982337,2015-11-17 02:06:42,Twitter for iPhone,Here we see a lone northeastern Cumberbatch. Half ladybug. Only builds with bricks. Very confident with body. 7/10 https://t.co/7LtjBS0GPK,https://twitter.com/dog_rates/status/666437273139982337/photo/1,7,10,https://pbs.twimg.com/media/CT-pKmRWIAAxUWj.jpg,125,48,None,None,Chihuahua,0.6718529999999999
666447344410484738,2015-11-17 02:46:43,Twitter for iPhone,This is Scout. She is a black Downton Abbey. Isn't afraid to get dirty. 9/10 nothing bad to say https://t.co/kH60oka1HW,https://twitter.com/dog_rates/status/666447344410484738/photo/1,9,10,https://pbs.twimg.com/media/CT-yU5QWwAEjLX5.jpg,105,20,None,Scout,curly-coated_retriever,0.32208400000000004
666454714377183233,2015-11-17 03:16:00,Twitter for iPhone,I'll name the dogs from now on. This is Kreggory. He does parkour. 10/10 https://t.co/uPqPeXAcua,https://twitter.com/dog_rates/status/666454714377183233/photo/1,10,10,https://pbs.twimg.com/media/CT-5Bs-WUAA2JeC.jpg,518,208,None,Kreggory,dalmatian,0.278954
666644823164719104,2015-11-17 15:51:26,Twitter for iPhone,This is Jimothy. He is a Botwanian Gouda. Can write (impressive). Very erect tail. Still looking for hoco date. 9/10 https://t.co/LEkZjZxESQ,https://twitter.com/dog_rates/status/666644823164719104/photo/1,9,10,https://pbs.twimg.com/media/CUBl6IwVAAA9_zT.jpg,233,83,None,Jimothy,Ibizan_hound,0.0443334
